RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,Win ,Loss,Conf W,Conf L,Non-Con W,Non-Con L,Road W,Road L,NETSOS,NETNonConfSOS,Q1 Win,Q1 Loss,Q2 Win,Q2 Loss,Q3 Win,Q3 Loss,Quadrant4,
2020-21-UIW,2020-21,UIW,Southland,,,330,330,332,245,5,14,5,10,0,4,3,6,267,93,0,2,0,1,0,3,5,8
2020-21-Idaho,2020-21,Idaho,Big Sky,,,344,344,226,204,1,21,1,18,0,3,0,11,259,97,0,0,0,5,0,4,1,12
2020-21-SacramentoSt.,2020-21,Sacramento St.,Big Sky,,,259,260,222,203,6,12,5,10,1,2,3,8,228,179,0,1,0,4,1,3,5,4
2020-21-Omaha,2020-21,Omaha,Summit League,,,324,324,207,197,5,20,3,12,2,8,3,12,156,48,0,4,0,1,0,9,5,6
2020-21-Wyoming,2020-21,Wyoming,Mountain West,,,161,162,174,179,14,11,8,10,6,1,4,5,128,295,0,4,1,4,4,1,9,2
2020-21-DelawareSt.,2020-21,Delaware St.,MEAC,,,340,340,207,197,1,16,1,11,0,5,0,10,241,172,0,1,0,0,0,7,1,8
2020-21-Lipscomb,2020-21,Lipscomb,ASUN,,,243,243,304,232,11,12,9,7,2,5,4,7,275,170,0,1,0,1,3,3,8,7
2020-21-UTEP,2020-21,UTEP,CUSA,,,148,148,119,150,9,12,8,9,1,3,2,9,118,9,0,5,1,2,1,3,7,2
2020-21-AustinPeay,2020-21,Austin Peay,OVC,,,245,245,320,237,12,13,10,11,2,2,4,6,323,253,0,0,0,2,2,6,10,5
2020-21-Illinois,2020-21,Illinois,Big Ten,3,AQ,3,3,8,66,23,6,19,4,4,2,9,3,7,36,12,5,5,1,4,1,2,1
2020-21-UCIrvine,2020-21,UC Irvine,Big West,,,104,104,174,179,16,9,12,5,4,4,6,6,154,106,0,2,3,3,3,3,10,1
2020-21-Nicholls,2020-21,Nicholls,Southland,,,197,197,337,253,17,7,15,3,2,4,7,5,285,110,0,2,0,1,0,3,17,1
2020-21-NorthwesternSt.,2020-21,Northwestern St.,Southland,,,311,312,276,220,10,18,10,8,0,10,4,12,163,21,0,3,0,4,0,5,10,6
2020-21-NorthernAriz.,2020-21,Northern Ariz.,Big Sky,,,322,322,185,185,6,16,5,11,1,5,4,7,162,30,0,3,0,3,1,6,5,4
2020-21-Pepperdine,2020-21,Pepperdine,WCC,,,110,110,81,115,10,12,8,7,2,5,3,5,54,105,1,7,2,1,3,3,4,1
2020-21-SoutheastMo.St.,2020-21,Southeast Mo. St.,OVC,,,276,276,308,233,11,16,9,12,2,4,4,9,325,285,0,0,0,3,1,6,10,7
2020-21-UIC,2020-21,UIC,Horizon,,,287,287,312,234,9,13,6,11,3,2,2,9,304,224,0,1,0,2,0,3,9,7
2020-21-Denver,2020-21,Denver,Summit League,,,341,341,319,236,1,19,1,13,0,6,0,9,333,296,0,0,0,0,0,9,1,10
2020-21-ArizonaSt.,2020-21,Arizona St.,Pac-12,,,118,119,44,92,11,14,8,11,3,3,2,6,55,79,0,8,1,5,6,1,4,1
2020-21-Memphis,2020-21,Memphis,The American,,,52,52,99,132,16,8,12,5,4,3,4,3,112,158,0,4,4,3,6,1,6,1
2020-21-Towson,2020-21,Towson,CAA,,,290,290,161,172,4,14,3,10,1,4,0,6,189,91,0,1,0,2,1,9,3,2
2020-21-LoyolaChicago,2020-21,Loyola Chicago,MVC,30,AQ,10,10,146,164,22,4,19,2,3,2,8,3,143,102,2,2,4,2,4,1,12,1
2020-21-SMU,2020-21,SMU,The American,,,65,65,108,139,11,5,7,5,4,1,5,2,102,265,0,3,4,1,2,2,5,1
2020-21-NorthDakota,2020-21,North Dakota,Summit League,,,297,297,235,208,9,17,8,9,1,8,3,11,245,194,0,1,0,3,2,7,7,6
2020-21-Nevada,2020-21,Nevada,Mountain West,,,96,96,111,141,15,10,11,8,4,2,2,7,107,225,1,5,4,1,2,3,8,1
2020-21-UMassLowell,2020-21,UMass Lowell,America East,,,211,211,197,194,11,12,10,9,1,3,6,6,219,52,0,1,0,1,6,6,5,4
2020-21-SeattleU,2020-21,Seattle U,WAC,,,248,248,279,221,8,11,5,6,3,5,3,6,289,267,0,1,0,0,1,4,7,6
2020-21-ETSU,2020-21,ETSU,SoCon,,,125,125,109,140,11,12,9,8,2,4,3,5,139,127,0,2,3,3,4,6,4,1
2020-21-Fla.Atlantic,2020-21,Fla. Atlantic,CUSA,,,183,182,247,215,9,10,8,6,1,4,4,7,279,275,0,0,0,3,1,5,8,2
2020-21-SacredHeart,2020-21,Sacred Heart,NEC,,,262,262,238,209,9,9,9,8,0,1,5,6,253,4,0,1,0,1,4,4,5,3
2020-21-WichitaSt.,2020-21,Wichita St.,The American,45,AL,72,72,81,115,14,5,12,3,2,2,5,2,93,41,2,3,2,1,6,1,4,1
2020-21-SoutheasternLa.,2020-21,Southeastern La.,Southland,,,329,329,332,245,8,18,6,11,2,7,4,13,261,164,0,2,0,2,0,3,8,11
2020-21-TexasSouthern,2020-21,Texas Southern,SWAC,66,AQ,208,208,324,240,15,8,13,3,2,5,5,6,199,26,0,4,0,1,1,1,14,2
2020-21-Samford,2020-21,Samford,SoCon,,,267,267,132,156,4,13,2,10,2,3,2,7,158,233,0,1,1,3,1,7,2,2
2020-21-Toledo,2020-21,Toledo,MAC,,,67,67,177,180,21,8,16,5,5,3,7,5,178,122,0,2,3,2,7,3,11,1
2020-21-MorganSt.,2020-21,Morgan St.,MEAC,,,185,185,312,234,12,7,9,6,3,1,7,2,330,232,0,0,0,0,4,3,8,4
2020-21-Arizona,2020-21,Arizona,Pac-12,,,44,44,75,112,17,9,11,9,6,1,5,4,84,300,2,4,3,4,7,1,5,1
2020-21-CSUBakersfield,2020-21,CSU Bakersfield,Big West,,,153,153,197,194,13,11,9,8,4,3,6,6,176,184,0,3,3,3,2,1,8,4
2020-21-FloridaSt.,2020-21,Florida St.,ACC,13,AL,25,24,40,90,16,6,12,5,4,1,3,4,57,195,3,4,7,1,2,1,4,1
2020-21-Maryland,2020-21,Maryland,Big Ten,36,AL,35,35,5,65,15,13,10,12,5,1,4,6,12,207,4,10,3,3,6,1,2,1
2020-21-LSU,2020-21,LSU,SEC,29,AL,28,28,33,87,18,9,13,7,5,2,4,6,28,161,5,8,3,1,6,1,4,1
2020-21-Tulane,2020-21,Tulane,The American,,,168,168,115,145,10,13,5,13,5,1,3,6,109,327,0,5,1,4,3,3,6,1
2020-21-Tulsa,2020-21,Tulsa,The American,,,134,134,92,127,9,12,7,10,2,2,4,4,111,289,2,2,2,3,2,6,3,1
2020-21-SantaClara,2020-21,Santa Clara,WCC,,,144,144,127,154,11,8,6,6,5,2,4,3,121,169,1,2,1,2,3,3,6,1
2020-21-Niagara,2020-21,Niagara,MAAC,,,222,222,247,215,9,11,8,10,1,1,3,7,292,50,0,1,0,0,3,5,6,5
2020-21-SouthDakotaSt.,2020-21,South Dakota St.,Summit League,,,123,124,213,200,15,7,10,4,5,3,4,2,214,139,1,1,0,1,5,4,9,1
2020-21-WesternCaro.,2020-21,Western Caro.,SoCon,,,234,234,146,164,9,16,4,14,5,2,4,9,177,260,0,2,1,4,4,7,4,3
2020-21-NorthTexas,2020-21,North Texas,CUSA,52,AQ,59,61,121,151,16,9,13,5,3,4,5,6,120,34,0,3,3,2,6,4,7,1
2020-21-SouthernMiss.,2020-21,Southern Miss.,CUSA,,,269,269,178,181,6,17,4,14,2,3,2,9,197,307,0,0,0,5,1,8,5,4
2020-21-Dayton,2020-21,Dayton,Atlantic 10,,,80,79,86,124,14,9,10,8,4,1,4,6,100,199,3,2,3,4,5,1,3,2
2020-21-EasternMich.,2020-21,Eastern Mich.,MAC,,,315,315,142,162,3,12,3,11,0,1,1,8,138,18,0,2,0,5,1,2,2,3
2020-21-Miami(OH),2020-21,Miami (OH),MAC,,,177,177,178,181,11,11,9,9,2,2,5,6,174,229,0,2,0,5,2,4,9,1
2020-21-LaSalle,2020-21,La Salle,Atlantic 10,,,203,204,97,131,8,16,6,12,2,4,3,11,98,99,1,5,3,5,1,4,3,2
2020-21-Massachusetts,2020-21,Massachusetts,Atlantic 10,,,113,114,118,149,8,7,7,5,1,2,3,3,142,245,0,3,1,1,3,3,4,1
2020-21-UtahSt.,2020-21,Utah St.,Mountain West,42,AL,39,39,126,153,19,8,17,5,2,3,6,3,114,111,2,5,2,1,7,2,8,1
2020-21-NCState,2020-21,NC State,ACC,,,73,73,78,113,13,10,9,9,4,1,5,5,69,243,1,7,3,2,3,1,6,1
2020-21-CSUN,2020-21,CSUN,Big West,,,279,279,190,191,8,13,5,10,3,3,4,4,248,252,0,0,1,2,1,5,6,6
2020-21-SouthFla.,2020-21,South Fla.,The American,,,205,205,84,117,8,13,5,11,3,2,3,4,94,206,0,5,1,4,5,2,2,2
2020-21-GeorgiaSt.,2020-21,Georgia St.,Sun Belt,,,128,128,200,195,14,6,10,5,4,1,5,4,244,148,1,1,0,1,7,3,6,2
2020-21-Clemson,2020-21,Clemson,ACC,27,AL,41,41,23,79,16,7,10,7,6,1,2,5,32,37,3,6,7,1,5,1,1,1
2020-21-Columbia,2020-21,Columbia,Ivy League,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
2020-21-OldDominion,2020-21,Old Dominion,CUSA,,,133,133,150,165,14,8,11,6,3,2,6,6,141,80,0,2,2,3,5,2,7,1
2020-21-Oakland,2020-21,Oakland,Horizon,,,247,247,181,182,12,18,12,11,0,7,6,11,155,8,0,5,1,2,3,5,8,6
2020-21-Binghamton,2020-21,Binghamton,America East,,,298,298,212,199,4,14,4,11,0,3,3,5,296,313,0,0,0,0,1,7,3,7
2020-21-Alabama,2020-21,Alabama,SEC,5,AQ,7,7,11,69,24,6,19,2,5,4,7,3,33,108,8,4,9,1,7,1,0,0
2020-21-Gonzaga,2020-21,Gonzaga,WCC,1,AQ,1,1,95,130,26,0,17,0,9,1,7,1,79,46,8,1,6,1,5,1,7,1
2020-21-CentralArk.,2020-21,Central Ark.,Southland,,,321,320,181,182,4,19,4,12,0,7,1,14,123,7,0,6,1,1,0,5,3,7
2020-21-LamarUniversity,2020-21,Lamar University,Southland,,,306,307,291,225,10,18,8,11,2,7,3,11,226,191,0,2,0,3,2,5,8,8
2020-21-N.C.Central,2020-21,N.C. Central,MEAC,,,325,325,312,234,4,9,3,6,1,3,0,6,188,20,0,2,0,0,0,2,4,5
2020-21-Marshall,2020-21,Marshall,CUSA,,,88,88,161,172,15,7,9,6,6,1,6,3,169,228,1,1,3,5,2,2,9,1
2020-21-Radford,2020-21,Radford,Big South,,,227,227,279,221,13,12,13,7,0,5,6,6,272,116,0,1,0,3,3,4,10,4
2020-21-Gardner-Webb,2020-21,Gardner-Webb,Big South,,,191,190,270,219,11,15,10,11,1,4,4,11,208,47,0,3,0,3,3,1,8,8
2020-21-AirForce,2020-21,Air Force,Mountain West,,,319,319,132,156,5,20,3,18,2,2,1,9,113,221,0,7,1,3,0,3,4,7
2020-21-SouthernIll.,2020-21,Southern Ill.,MVC,,,214,214,142,162,11,14,6,14,5,1,3,8,127,294,0,5,1,3,2,2,8,4
2020-21-UTSA,2020-21,UTSA,CUSA,,,169,170,150,165,11,11,10,8,1,3,2,8,161,121,0,1,1,5,2,4,8,1
2020-21-UAB,2020-21,UAB,CUSA,,,83,83,200,195,20,7,14,6,6,1,6,4,211,306,2,1,1,3,6,4,11,1
2020-21-UtahValley,2020-21,Utah Valley,WAC,,,216,216,187,190,9,11,9,5,0,6,2,5,184,57,0,2,1,3,1,3,7,3
2020-21-Iona,2020-21,Iona,MAAC,62,AQ,138,138,293,227,12,5,10,3,2,2,4,3,315,198,0,1,0,0,2,1,10,4
2020-21-Drake,2020-21,Drake,MVC,48,AL,45,45,184,184,23,4,16,4,7,1,9,2,175,305,1,2,5,1,6,2,11,1
2020-21-Missouri,2020-21,Missouri,SEC,33,AL,47,47,13,70,16,9,9,9,7,1,6,4,22,71,7,6,2,3,6,1,1,1
2020-21-Hawaii,2020-21,Hawaii,Big West,,,199,199,195,193,9,10,9,10,0,0,4,4,234,,0,0,1,3,2,5,6,2
2020-21-SIUE,2020-21,SIUE,OVC,,,318,318,264,218,8,17,7,13,1,4,6,7,227,123,0,2,1,2,0,6,7,7
2020-21-Florida,2020-21,Florida,SEC,28,AL,31,31,20,75,14,9,10,8,4,1,5,5,24,51,5,5,3,3,5,1,1,1
2020-21-Manhattan,2020-21,Manhattan,MAAC,,,281,280,288,223,7,13,6,13,1,1,3,6,322,328,0,0,0,0,1,5,6,8
2021-22-KennesawSt.,2021-22,Kennesaw St.,ASUN,,,224,224,198,194,9,18,8,10,1,8,3,12,199,39,0,3,0,3,1,7,8,5
2021-22-TexasA&M,2021-22,Texas A&M,SEC,,,43,42,63,113,22,12,12,10,10,2,5,5,40,262,4,10,5,1,5,2,8,1
2021-22-LoyolaMaryland,2021-22,Loyola Maryland,Patriot,,,262,262,345,251,13,16,8,11,5,5,3,12,335,273,0,1,0,2,2,4,11,9
2021-22-UMES,2021-22,UMES,MEAC,,,302,302,319,239,8,15,6,9,2,6,5,10,299,120,0,1,0,2,1,6,7,6
2021-22-MississippiSt.,2021-22,Mississippi St.,SEC,,,57,57,36,102,18,15,9,11,9,4,1,9,42,177,2,11,3,2,8,2,5,1
2021-22-Pacific,2021-22,Pacific,WCC,,,297,297,141,172,6,22,3,12,3,10,0,13,140,309,0,5,1,1,1,8,4,8
2021-22-Texas,2021-22,Texas,Big 12,23,AL,16,17,49,107,21,11,10,9,11,2,4,7,17,170,5,10,5,1,3,1,8,1
2021-22-Dayton,2021-22,Dayton,Atlantic 10,,,58,58,118,155,23,10,15,5,8,5,6,5,117,128,3,2,5,4,6,1,9,3
2021-22-UMassLowell,2021-22,UMass Lowell,America East,,,248,248,326,241,12,16,7,12,5,4,6,9,303,254,1,1,0,2,2,5,9,8
2021-22-Longwood,2021-22,Longwood,Big South,55,AQ,125,126,340,249,22,6,18,1,4,5,7,5,348,270,0,1,0,1,4,2,18,2
2021-22-Virginia,2021-22,Virginia,ACC,,,83,83,80,122,19,13,13,9,6,4,6,6,64,133,4,7,3,1,5,4,7,1
2021-22-SoutheasternLa.,2021-22,Southeastern La.,Southland,,,257,257,315,238,15,14,11,5,4,9,5,10,252,118,0,3,0,1,3,3,12,7
2021-22-Penn,2021-22,Penn,Ivy League,,,210,210,144,173,12,16,9,6,3,10,5,10,135,33,0,4,0,5,4,6,8,1
2021-22-NorthFlorida,2021-22,North Florida,ASUN,,,276,276,151,176,8,20,7,10,1,10,4,15,111,3,0,5,0,5,3,2,5,8
2021-22-MontanaSt.,2021-22,Montana St.,Big Sky,58,AQ,120,120,315,238,25,7,19,4,6,3,9,6,341,243,0,2,0,0,5,3,20,2
2021-22-Akron,2021-22,Akron,MAC,54,AQ,127,127,261,217,22,9,17,6,5,3,8,4,282,289,0,2,2,1,4,4,16,2
2021-22-OldDominion,2021-22,Old Dominion,CUSA,,,203,203,141,172,12,19,8,11,4,8,3,11,196,286,0,1,2,6,3,8,7,4
2021-22-UTEP,2021-22,UTEP,CUSA,,,164,164,163,179,17,13,12,8,5,5,7,6,145,172,0,3,2,3,4,5,11,2
2021-22-RhodeIsland,2021-22,Rhode Island,Atlantic 10,,,140,140,124,162,14,16,6,13,8,3,3,9,141,321,0,4,1,4,5,6,8,2
2021-22-MississippiVal.,2021-22,Mississippi Val.,SWAC,,,355,355,319,239,2,26,2,16,0,10,2,15,276,87,0,3,0,2,0,4,2,17
2021-22-Nebraska,2021-22,Nebraska,Big Ten,,,141,141,21,93,10,22,4,17,6,5,3,8,32,257,2,10,1,7,2,4,5,1
2021-22-UMBC,2021-22,UMBC,America East,,,235,235,309,236,17,14,13,8,4,6,6,10,298,307,0,2,0,3,1,5,16,4
2021-22-Rider,2021-22,Rider,MAAC,,,243,243,216,202,13,19,10,13,3,6,4,11,265,291,0,0,2,4,4,7,7,8
2021-22-Michigan,2021-22,Michigan,Big Ten,42,AL,34,34,3,71,17,14,11,10,6,4,5,7,7,31,5,10,3,3,6,1,3,1
2021-22-HoustonChristian,2021-22,Houston Christian,Southland,,,337,337,332,245,7,18,7,9,0,9,3,8,287,113,0,3,0,0,0,2,7,13
2021-22-Campbell,2021-22,Campbell,Big South,,,220,220,303,234,13,13,9,9,4,4,5,8,294,160,0,2,0,1,0,4,13,6
2021-22-NCState,2021-22,NC State,ACC,,,148,148,64,114,11,21,4,17,7,4,3,7,76,217,1,7,0,7,6,6,4,1
2021-22-CSUN,2021-22,CSUN,Big West,,,324,324,171,184,6,22,3,14,3,8,3,11,205,131,0,4,0,0,1,11,5,7
2021-22-OhioSt.,2021-22,Ohio St.,Big Ten,28,AL,26,26,13,86,19,11,12,9,7,2,5,6,26,51,5,5,5,5,6,1,3,1
2021-22-KansasSt.,2021-22,Kansas St.,Big 12,,,74,74,32,98,14,17,6,13,8,4,5,7,5,150,4,10,2,7,2,1,6,1
2021-22-UCSanDiego,2021-22,UC San Diego,Big West,,,267,267,250,213,11,16,0,1,11,15,4,11,289,338,0,1,0,1,3,8,8,6
2021-22-UCLA,2021-22,UCLA,Pac-12,13,AL,10,10,36,102,25,7,17,6,8,1,8,4,44,30,5,4,8,2,8,1,4,1
2021-22-Omaha,2021-22,Omaha,Summit League,,,346,346,185,190,4,25,4,15,0,10,0,15,160,45,0,4,0,3,0,8,4,10
2021-22-Missouri,2021-22,Missouri,SEC,,,149,149,17,89,11,21,6,14,5,7,2,10,16,49,3,13,1,5,3,2,4,1
2021-22-UtahValley,2021-22,Utah Valley,WAC,,,114,114,171,184,18,12,11,9,7,3,6,9,168,122,0,2,2,4,6,5,10,1
2021-22-Xavier,2021-22,Xavier,Big East,,,40,41,16,88,18,13,8,12,10,1,4,6,39,123,5,8,4,3,5,2,4,1
2021-22-LoyolaChicago,2021-22,Loyola Chicago,MVC,39,AQ,23,23,110,149,24,7,16,5,8,2,8,3,112,38,3,2,5,4,7,1,9,1
2021-22-UIW,2021-22,UIW,Southland,,,350,350,271,221,5,24,3,12,2,12,1,11,194,50,0,4,0,1,0,5,5,14
2021-22-Bradley,2021-22,Bradley,MVC,,,95,95,123,160,16,14,11,8,5,6,4,8,118,209,1,6,1,2,6,3,8,3
2021-22-Northwestern,2021-22,Northwestern,Big Ten,,,91,91,49,107,14,16,8,14,6,2,3,8,33,272,1,11,2,3,5,2,6,1
2021-22-ClevelandSt.,2021-22,Cleveland St.,Horizon,,,182,182,323,240,18,10,16,7,2,3,5,6,340,99,0,2,0,0,1,6,17,2
2021-22-NorthCarolina,2021-22,North Carolina,ACC,30,AL,31,32,49,107,24,9,16,6,8,3,8,3,58,35,3,8,3,1,13,0,5,1
2021-22-SouthCarolinaSt.,2021-22,South Carolina St.,MEAC,,,305,305,352,255,12,16,7,8,5,8,5,8,350,319,0,1,0,0,1,6,11,9
2021-22-OleMiss,2021-22,Ole Miss,SEC,,,109,109,44,105,13,19,4,15,9,4,2,7,52,206,1,11,5,2,2,5,5,1
2021-22-CoastalCarolina,2021-22,Coastal Carolina,Sun Belt,,,158,158,167,183,12,13,8,9,4,4,4,5,280,235,0,0,0,3,5,6,7,4
2021-22-PurdueFortWayne,2021-22,Purdue Fort Wayne,Horizon,,,232,232,340,249,19,11,16,7,3,4,6,7,357,351,0,0,0,1,2,6,17,4
2021-22-VCU,2021-22,VCU,Atlantic 10,,,56,56,71,117,21,9,14,5,7,4,9,2,95,53,3,3,3,5,11,1,4,1
2021-22-Kansas,2021-22,Kansas,Big 12,3,AQ,6,6,2,67,28,6,17,4,11,2,6,4,6,81,12,5,8,1,5,1,3,1
2021-22-UAB,2021-22,UAB,CUSA,48,AQ,46,46,161,178,25,7,17,4,8,3,7,4,182,204,2,1,3,2,8,3,12,1
2021-22-LaSalle,2021-22,La Salle,Atlantic 10,,,226,226,132,167,11,19,6,14,5,5,2,10,138,304,0,3,1,5,3,7,7,4
2021-22-Duquesne,2021-22,Duquesne,Atlantic 10,,,279,279,111,151,6,24,1,17,5,7,1,10,129,317,0,3,1,6,2,8,3,7
2021-22-AustinPeay,2021-22,Austin Peay,OVC,,,288,288,213,201,10,17,8,11,2,6,6,11,158,76,1,5,0,2,1,3,8,7
2021-22-Fairfield,2021-22,Fairfield,MAAC,,,209,209,237,211,14,18,9,13,5,5,8,8,296,327,0,1,0,2,2,10,12,5
2021-22-NewMexicoSt.,2021-22,New Mexico St.,WAC,50,AQ,79,79,125,164,23,6,15,4,8,2,9,3,174,146,2,1,4,2,9,2,8,2
2021-22-NJIT,2021-22,NJIT,America East,,,332,332,309,236,10,18,6,13,4,5,5,10,251,256,0,3,0,3,1,2,9,10
2021-22-EasternWash.,2021-22,Eastern Wash.,Big Sky,,,221,221,298,232,16,15,12,10,4,5,8,10,260,73,1,2,0,2,2,4,13,7
2021-22-Baylor,2021-22,Baylor,Big 12,4,AL,4,4,21,93,26,6,14,5,12,1,8,3,13,108,10,5,8,1,2,1,6,1
2021-22-SFA,2021-22,SFA,WAC,,,117,117,167,183,18,9,14,5,4,4,7,4,184,97,0,1,2,3,8,4,8,1
2021-22-Rutgers,2021-22,Rutgers,Big Ten,44,AL,77,77,61,112,18,13,12,9,6,4,4,9,35,297,6,6,3,4,4,2,5,1
2021-22-Miami(OH),2021-22,Miami (OH),MAC,,,251,251,237,211,11,18,8,13,3,5,5,9,273,318,0,1,1,4,1,8,9,5
2021-22-SaintLouis,2021-22,Saint Louis,Atlantic 10,,,64,63,94,134,22,11,14,7,8,4,5,6,103,91,1,5,4,4,7,2,10,1
2021-22-NorthTexas,2021-22,North Texas,CUSA,,,47,47,127,165,22,6,17,3,5,3,9,1,144,54,1,1,5,3,5,2,11,1
2021-22-Brown,2021-22,Brown,Ivy League,,,211,211,179,187,11,16,5,9,6,7,6,7,183,119,0,1,1,6,3,5,7,4
2021-22-WestVirginia,2021-22,West Virginia,Big 12,,,78,78,4,80,16,17,5,15,11,2,1,10,2,132,2,16,6,1,1,1,7,1
2021-22-FresnoSt.,2021-22,Fresno St.,Mountain West,,,73,73,108,148,18,13,9,10,9,3,5,8,102,265,0,8,3,3,4,2,11,1
2021-22-St.Bonaventure,2021-22,St. Bonaventure,Atlantic 10,,,85,85,92,131,20,9,12,6,8,3,4,4,101,88,3,4,3,4,5,1,9,1
2021-22-NorthDakota,2021-22,North Dakota,Summit League,,,347,347,273,223,4,25,2,16,2,9,1,13,309,344,0,2,0,2,1,8,3,13
2021-22-SouthDakota,2021-22,South Dakota,Summit League,,,199,199,273,223,17,12,12,8,5,4,6,7,300,340,0,1,0,3,2,6,15,2
2021-22-Dartmouth,2021-22,Dartmouth,Ivy League,,,228,228,194,193,8,16,6,8,2,8,4,11,240,222,0,1,0,2,3,9,5,4
2021-22-UNLV,2021-22,UNLV,Mountain West,,,94,94,80,122,17,14,10,9,7,5,4,7,74,80,3,9,2,3,4,1,8,1
2021-22-Maine,2021-22,Maine,America East,,,353,353,284,227,3,23,3,15,0,8,1,14,230,92,0,3,0,3,0,4,3,13
2021-22-TexasSouthern,2021-22,Texas Southern,SWAC,67,AQ,197,197,336,247,18,12,16,5,2,7,8,10,253,14,1,2,0,3,0,2,17,5
2021-22-Evansville,2021-22,Evansville,MVC,,,323,323,111,151,5,24,2,17,3,7,2,11,119,231,0,4,0,6,1,9,4,5
2021-22-NorthernAriz.,2021-22,Northern Ariz.,Big Sky,,,335,335,266,219,7,23,5,16,2,7,4,11,244,67,0,2,0,2,0,7,7,12
2021-22-Troy,2021-22,Troy,Sun Belt,,,186,186,216,202,17,11,11,7,6,4,8,6,272,293,0,1,2,1,7,6,8,3
2021-22-Oregon,2021-22,Oregon,Pac-12,,,76,76,49,107,18,14,12,10,6,4,5,5,55,29,4,5,3,7,3,2,8,1
2021-22-Bellarmine,2021-22,Bellarmine,ASUN,,,194,193,188,191,16,13,14,5,2,8,8,8,126,2,0,5,1,1,1,4,14,3
2021-22-UNCGreensboro,2021-22,UNC Greensboro,SoCon,,,166,166,158,177,16,14,9,10,7,4,7,6,169,202,1,2,2,2,5,6,8,4
2021-22-UConn,2021-22,UConn,Big East,17,AL,17,16,54,108,23,9,14,7,9,2,5,5,41,130,5,6,8,3,3,1,7,1
2021-22-SantaClara,2021-22,Santa Clara,WCC,,,67,67,108,148,21,11,11,6,10,5,5,5,100,248,2,7,1,1,6,3,12,1
2021-22-UCIrvine,2021-22,UC Irvine,Big West,,,133,133,164,181,13,10,9,6,4,4,6,7,162,28,2,2,0,1,3,5,8,2
2021-22-Villanova,2021-22,Villanova,Big East,7,AQ,8,7,8,84,26,7,19,4,7,3,10,5,15,10,8,6,9,1,5,1,4,1
2021-22-ChicagoSt.,2021-22,Chicago St.,WAC,,,339,339,179,187,7,25,3,16,4,9,2,15,187,240,0,2,0,6,1,9,6,8
2021-22-CalSt.Fullerton,2021-22,Cal St. Fullerton,Big West,62,AQ,153,153,232,208,19,10,14,4,5,6,7,7,257,245,0,2,1,1,7,3,11,4
2021-22-CentralArk.,2021-22,Central Ark.,ASUN,,,318,318,185,190,9,20,8,10,1,10,3,14,159,18,0,5,0,1,2,8,7,6
2021-22-American,2021-22,American,Patriot,,,336,336,345,251,10,22,6,14,4,8,4,16,352,345,0,0,0,3,0,8,10,11
2021-22-Navy,2021-22,Navy,Patriot,,,173,173,306,235,20,11,14,7,6,4,11,5,295,135,0,1,2,4,2,2,16,4
2021-22-GeorgiaSt.,2021-22,Georgia St.,Sun Belt,63,AQ,159,159,188,191,15,10,12,5,3,5,6,6,250,181,0,1,0,1,7,6,8,2
2021-22-Washington,2021-22,Washington,Pac-12,,,110,110,61,112,17,15,12,10,5,5,3,7,70,281,0,8,4,3,9,3,4,1
2021-22-Lipscomb,2021-22,Lipscomb,ASUN,,,269,269,220,204,11,19,7,11,4,8,3,13,195,74,1,3,0,4,0,5,10,7
2021-22-WashingtonSt.,2021-22,Washington St.,Pac-12,,,61,61,78,121,19,14,12,10,7,4,6,5,96,276,0,6,4,4,9,3,6,1
2021-22-GeorgeMason,2021-22,George Mason,Atlantic 10,,,115,115,114,152,14,16,7,10,7,6,4,8,123,203,0,3,2,4,5,7,7,2
2021-22-SouthernMiss.,2021-22,Southern Miss.,CUSA,,,341,341,158,177,5,26,2,18,3,8,1,14,166,290,0,3,0,5,1,8,4,10
2021-22-Temple,2021-22,Temple,The American,,,111,111,96,136,17,12,10,8,7,4,5,6,97,197,1,5,3,4,5,2,8,1
2021-22-MountSt.Mary's,2021-22,Mount St. Mary's,NEC,,,250,250,335,246,13,16,10,8,3,8,6,11,254,98,0,3,0,2,0,3,13,8
2021-22-TheCitadel,2021-22,The Citadel,SoCon,,,230,230,151,176,10,18,7,13,3,5,5,9,173,279,0,2,0,4,5,5,5,7
2021-22-LSU,2021-22,LSU,SEC,22,AL,18,18,31,97,22,11,10,10,12,1,2,8,29,216,6,9,5,1,6,1,5,1
2021-22-SouthAlabama,2021-22,South Alabama,Sun Belt,,,146,145,213,201,15,11,9,8,6,3,4,8,267,219,0,1,0,1,5,7,10,2
2021-22-SanDiegoSt.,2021-22,San Diego St.,Mountain West,31,AL,25,25,57,110,23,8,15,5,8,3,5,5,60,96,5,8,5,1,6,1,7,1
2021-22-DePaul,2021-22,DePaul,Big East,,,102,103,59,111,15,16,6,15,9,1,4,9,50,339,1,11,3,4,3,1,8,1
2021-22-LittleRock,2021-22,Little Rock,Sun Belt,,,315,315,138,170,6,19,4,12,2,7,1,10,193,110,0,2,0,2,3,12,3,3
2021-22-Elon,2021-22,Elon,CAA,,,259,259,114,152,8,22,7,12,1,10,3,11,122,21,0,5,1,2,2,12,5,3
